,path,classes,img_mode,width,height,aspect_ratio,img_size
57,./data/indoorCVPR_09/Images/hairsalon/_peluqueria2_w_gra.jpg,hairsalon,RGB,450,338,1.33,152100
58,./data/indoorCVPR_09/Images/warehouse/warehouse_0041.jpg,warehouse,RGB,360,480,0.75,172800
59,./data/indoorCVPR_09/Images/toystore/jugueteria_08_09_yahoo.jpg,toystore,RGB,500,375,1.33,187500
60,./data/indoorCVPR_09/Images/shoeshop/tienda_zapatos.jpg,shoeshop,RGB,400,344,1.16,137600
61,./data/indoorCVPR_09/Images/stairscase/TA_99_3_0525_34_l.jpg,stairscase,RGB,256,256,1.0,65536
62,./data/indoorCVPR_09/Images/classroom/biblioteca2.jpg,classroom,RGB,1536,1024,1.5,1572864
63,./data/indoorCVPR_09/Images/movietheater/movietheater_google_0020.jpg,movietheater,RGB,550,366,1.5,201300
64,./data/indoorCVPR_09/Images/hairsalon/salon_karin_pc080158.jpg,hairsalon,RGB,1024,768,1.33,786432
65,./data/indoorCVPR_09/Images/greenhouse/051011Greenhouse.jpg,greenhouse,RGB,256,256,1.0,65536
66,./data/indoorCVPR_09/Images/office/office19.jpg,office,RGB,256,256,1.0,65536
67,./data/indoorCVPR_09/Images/bedroom/indoor_0194.jpg,bedroom,RGB,300,225,1.33,67500
68,./data/indoorCVPR_09/Images/laundromat/wasserette.jpg,laundromat,RGB,350,263,1.33,92050
69,./data/indoorCVPR_09/Images/studiomusic/08_alex_studio_shoot_053.jpg,studiomusic,RGB,1024,681,1.5,697344
70,./data/indoorCVPR_09/Images/videostore/410w.jpg,videostore,RGB,410,295,1.39,120950
71,./data/indoorCVPR_09/Images/pantry/pantry_164_02_flickr.jpg,pantry,RGB,500,333,1.5,166500
72,./data/indoorCVPR_09/Images/deli/deli_06_11_altavista.jpg,deli,RGB,1256,908,1.38,1140448
73,./data/indoorCVPR_09/Images/laboratorywet/dscn0387.jpg,laboratorywet,RGB,480,640,0.75,307200
74,./data/indoorCVPR_09/Images/laundromat/3349laundromat_01.jpg,laundromat,RGB,640,480,1.33,307200
75,./data/indoorCVPR_09/Images/airport_inside/airport_inside_0130.jpg,airport_inside,RGB,298,448,0.67,133504
76,./data/indoorCVPR_09/Images/artstudio/artist_studio_33_14_altavista.jpg,artstudio,RGB,600,288,2.08,172800
77,./data/indoorCVPR_09/Images/bookstore/bookstore_03_09_flickr.jpg,bookstore,RGB,333,500,0.67,166500
78,./data/indoorCVPR_09/Images/bathroom/indoor_0404.jpg,bathroom,RGB,340,512,0.66,174080
79,./data/indoorCVPR_09/Images/toystore/1164876979_0.jpg,toystore,RGB,300,252,1.19,75600
80,./data/indoorCVPR_09/Images/cloister/cloister66.jpg,cloister,RGB,256,256,1.0,65536
81,./data/indoorCVPR_09/Images/operating_room/surgery_room_09_16_altavista.jpg,operating_room,RGB,550,413,1.33,227150
82,./data/indoorCVPR_09/Images/inside_subway/inside_subway_0378.jpg,inside_subway,RGB,500,375,1.33,187500
83,./data/indoorCVPR_09/Images/bathroom/indoor_0323.jpg,bathroom,RGB,512,340,1.51,174080
84,./data/indoorCVPR_09/Images/inside_bus/inside_bus_029.jpg,inside_bus,RGB,2032,1524,1.33,3096768
85,./data/indoorCVPR_09/Images/clothingstore/indeximage.jpg,clothingstore,RGB,256,256,1.0,65536
86,./data/indoorCVPR_09/Images/poolinside/0310_piscines_8.jpg,poolinside,RGB,450,283,1.59,127350
87,./data/indoorCVPR_09/Images/laboratorywet/wet_lab_38_18_altavista.jpg,laboratorywet,RGB,291,388,0.75,112908
88,./data/indoorCVPR_09/Images/prisoncell/prison_cell_22_19_altavista.jpg,prisoncell,RGB,232,316,0.73,73312
89,./data/indoorCVPR_09/Images/toystore/InsideofStore.jpg,toystore,RGB,256,256,1.0,65536
90,./data/indoorCVPR_09/Images/artstudio/artist_studio_50_19_altavista.jpg,artstudio,RGB,430,360,1.19,154800
91,./data/indoorCVPR_09/Images/gameroom/sallejeux567.jpg,gameroom,RGB,480,360,1.33,172800
92,./data/indoorCVPR_09/Images/warehouse/warehouse_0096.jpg,warehouse,RGB,334,251,1.33,83834
93,./data/indoorCVPR_09/Images/bedroom/hunter_room.jpg,bedroom,RGB,256,256,1.0,65536
94,./data/indoorCVPR_09/Images/cloister/Cloisterold.jpg,cloister,RGB,256,256,1.0,65536
95,./data/indoorCVPR_09/Images/studiomusic/int772.jpg,studiomusic,RGB,256,256,1.0,65536
96,./data/indoorCVPR_09/Images/dining_room/yellow_dining_room.jpg,dining_room,RGB,256,256,1.0,65536
97,./data/indoorCVPR_09/Images/dining_room/kitchen052.jpg,dining_room,RGB,256,256,1.0,65536
98,./data/indoorCVPR_09/Images/gameroom/Catskill_Hall_Recreational_Room.jpg,gameroom,RGB,800,600,1.33,480000
99,./data/indoorCVPR_09/Images/grocerystore/mod16b.jpg,grocerystore,RGB,256,256,1.0,65536
100,./data/indoorCVPR_09/Images/trainstation/estacion_de_tren_08_03_altavista.jpg,trainstation,RGB,300,400,0.75,120000
101,./data/indoorCVPR_09/Images/bakery/best_bakery_08_01_altavista.jpg,bakery,RGB,640,480,1.33,307200
102,./data/indoorCVPR_09/Images/hospitalroom/IMG_0124.jpg,hospitalroom,RGB,640,480,1.33,307200
103,./data/indoorCVPR_09/Images/tv_studio/studiocameras24_65_.jpg,tv_studio,RGB,720,480,1.5,345600
104,./data/indoorCVPR_09/Images/hospitalroom/hosp_073.jpg,hospitalroom,RGB,640,480,1.33,307200
105,./data/indoorCVPR_09/Images/inside_bus/inside_bus_036.jpg,inside_bus,RGB,1600,1200,1.33,1920000
106,./data/indoorCVPR_09/Images/auditorium/spaauditorium2_1__69.jpg,auditorium,RGB,500,333,1.5,166500
107,./data/indoorCVPR_09/Images/pantry/pantry_106_24_flickr.jpg,pantry,RGB,375,500,0.75,187500
108,./data/indoorCVPR_09/Images/pantry/pantry_28_01_flickr.jpg,pantry,RGB,375,500,0.75,187500
109,./data/indoorCVPR_09/Images/airport_inside/airport_inside_0029.jpg,airport_inside,RGB,500,314,1.59,157000
110,./data/indoorCVPR_09/Images/classroom/AULA11_1TAMAOGRANDE.jpg,classroom,RGB,1280,960,1.33,1228800
111,./data/indoorCVPR_09/Images/clothingstore/kleidung01.jpg,clothingstore,RGB,614,461,1.33,283054
112,./data/indoorCVPR_09/Images/bathroom/b11.jpg,bathroom,RGB,256,256,1.0,65536
113,./data/indoorCVPR_09/Images/pantry/pantry_43_24_flickr.jpg,pantry,RGB,333,500,0.67,166500
114,./data/indoorCVPR_09/Images/closet/df_0_0.jpg,closet,RGB,412,329,1.25,135548
115,./data/indoorCVPR_09/Images/gym/gimnasio_48_07_altavista.jpg,gym,RGB,400,300,1.33,120000
116,./data/indoorCVPR_09/Images/kindergarden/preschool_large.jpg,kindergarden,RGB,865,584,1.48,505160
117,./data/indoorCVPR_09/Images/poolinside/piscine_interieur.jpg,poolinside,RGB,550,366,1.5,201300
118,./data/indoorCVPR_09/Images/winecellar/ca_97_2_287_35a_l.jpg,winecellar,RGB,256,256,1.0,65536
119,./data/indoorCVPR_09/Images/inside_bus/inside_bus_045.jpg,inside_bus,RGB,640,480,1.33,307200
120,./data/indoorCVPR_09/Images/toystore/toys_store_45_15_altavista.jpg,toystore,RGB,648,486,1.33,314928
121,./data/indoorCVPR_09/Images/classroom/int116.jpg,classroom,RGB,256,256,1.0,65536
122,./data/indoorCVPR_09/Images/deli/deli_158_04_flickr.jpg,deli,RGB,500,375,1.33,187500
123,./data/indoorCVPR_09/Images/office/estudio2.jpg,office,RGB,640,480,1.33,307200
124,./data/indoorCVPR_09/Images/subway/metropolitana_24_08_altavista.jpg,subway,RGB,1024,768,1.33,786432
125,./data/indoorCVPR_09/Images/hairsalon/hair.jpg,hairsalon,RGB,180,250,0.72,45000
126,./data/indoorCVPR_09/Images/restaurant/restaurant_09_11_altavista.jpg,restaurant,RGB,400,275,1.45,110000
127,./data/indoorCVPR_09/Images/bar/bar_0171.jpg,bar,RGB,400,300,1.33,120000
128,./data/indoorCVPR_09/Images/operating_room/operating_room_03_18_altavista.jpg,operating_room,RGB,320,225,1.42,72000
129,./data/indoorCVPR_09/Images/laboratorywet/laboratorio_quimica_02_08_altavista.jpg,laboratorywet,RGB,322,211,1.53,67942
130,./data/indoorCVPR_09/Images/studiomusic/IglooMusicStudio2.jpg,studiomusic,RGB,861,576,1.49,495936
131,./data/indoorCVPR_09/Images/closet/twincitiesclosets.jpg,closet,RGB,256,256,1.0,65536
132,./data/indoorCVPR_09/Images/bar/bar_0528.jpg,bar,RGB,336,229,1.47,76944
133,./data/indoorCVPR_09/Images/children_room/06playroom_2_.jpg,children_room,RGB,432,288,1.5,124416
134,./data/indoorCVPR_09/Images/bedroom/room34.jpg,bedroom,RGB,256,256,1.0,65536
135,./data/indoorCVPR_09/Images/bar/bar_0430.jpg,bar,RGB,200,300,0.67,60000
136,./data/indoorCVPR_09/Images/concert_hall/theater.jpg,concert_hall,RGB,400,417,0.96,166800
137,./data/indoorCVPR_09/Images/operating_room/operating_room_05_09_altavista.jpg,operating_room,RGB,400,300,1.33,120000
138,./data/indoorCVPR_09/Images/classroom/salle_classe_int.jpg,classroom,RGB,256,256,1.0,65536
139,./data/indoorCVPR_09/Images/corridor/room513.jpg,corridor,RGB,256,256,1.0,65536
140,./data/indoorCVPR_09/Images/hospitalroom/IMG_3470.jpg,hospitalroom,RGB,640,480,1.33,307200
141,./data/indoorCVPR_09/Images/bathroom/indoor_0452.jpg,bathroom,RGB,292,512,0.57,149504
142,./data/indoorCVPR_09/Images/dining_room/dining010.jpg,dining_room,RGB,256,256,1.0,65536
143,./data/indoorCVPR_09/Images/inside_bus/inside_bus_075.jpg,inside_bus,RGB,336,448,0.75,150528
144,./data/indoorCVPR_09/Images/florist/florist_86_15_flickr.jpg,florist,RGB,500,375,1.33,187500
145,./data/indoorCVPR_09/Images/hospitalroom/Birthing_room_2.jpg,hospitalroom,RGB,640,480,1.33,307200
146,./data/indoorCVPR_09/Images/concert_hall/ConcertHallInterior.jpg,concert_hall,RGB,256,256,1.0,65536
147,./data/indoorCVPR_09/Images/gym/SALLE3.jpg,gym,RGB,256,256,1.0,65536
148,./data/indoorCVPR_09/Images/auditorium/auditorium_side_view_134.jpg,auditorium,RGB,500,333,1.5,166500
149,./data/indoorCVPR_09/Images/inside_subway/inside_subway_0151.jpg,inside_subway,RGB,500,333,1.5,166500
150,./data/indoorCVPR_09/Images/tv_studio/dsc02482_38_.jpg,tv_studio,RGB,1600,1200,1.33,1920000
151,./data/indoorCVPR_09/Images/toystore/Image13852843.jpg,toystore,RGB,499,672,0.74,335328
152,./data/indoorCVPR_09/Images/classroom/img_0007.jpg,classroom,RGB,1024,768,1.33,786432
153,./data/indoorCVPR_09/Images/closet/Closet_Before_1_.jpg,closet,RGB,256,256,1.0,65536
154,./data/indoorCVPR_09/Images/dining_room/d15.jpg,dining_room,RGB,256,256,1.0,65536
155,./data/indoorCVPR_09/Images/computerroom/12_student_classroom_4_computer_training_1.jpg,computerroom,RGB,256,256,1.0,65536
156,./data/indoorCVPR_09/Images/studiomusic/estudio03.jpg,studiomusic,RGB,768,1024,0.75,786432
157,./data/indoorCVPR_09/Images/lobby/sLobby14.jpg,lobby,RGB,256,256,1.0,65536
158,./data/indoorCVPR_09/Images/artstudio/art_painting_studio_19_07_altavista.jpg,artstudio,RGB,403,258,1.56,103974
159,./data/indoorCVPR_09/Images/auditorium/auditorium_6__126.jpg,auditorium,RGB,509,342,1.49,174078
160,./data/indoorCVPR_09/Images/bakery/panaderia_37_09_yahoo.jpg,bakery,RGB,500,375,1.33,187500
161,./data/indoorCVPR_09/Images/kitchen/kitchen138.jpg,kitchen,RGB,1200,900,1.33,1080000
162,./data/indoorCVPR_09/Images/prisoncell/18_jail.jpg,prisoncell,RGB,256,256,1.0,65536
163,./data/indoorCVPR_09/Images/elevator/elevator_google_0020.jpg,elevator,RGB,302,453,0.67,136806
164,./data/indoorCVPR_09/Images/florist/floreria_07_08_flickr.jpg,florist,RGB,500,375,1.33,187500
165,./data/indoorCVPR_09/Images/inside_bus/inside_bus_014.jpg,inside_bus,RGB,450,600,0.75,270000
166,./data/indoorCVPR_09/Images/garage/12_large.jpg,garage,RGB,710,571,1.24,405410
167,./data/indoorCVPR_09/Images/garage/GaragePOP_526x800.jpg,garage,RGB,526,800,0.66,420800
168,./data/indoorCVPR_09/Images/winecellar/bodega_36_10_yahoo.jpg,winecellar,RGB,375,500,0.75,187500
169,./data/indoorCVPR_09/Images/library/Bibliotheque.jpg,library,RGB,256,256,1.0,65536
170,./data/indoorCVPR_09/Images/subway/subway_0334.jpg,subway,RGB,404,500,0.81,202000
171,./data/indoorCVPR_09/Images/gameroom/gameroom_tennis.jpg,gameroom,RGB,585,439,1.33,256815
172,./data/indoorCVPR_09/Images/clothingstore/arredo_negozio_abbigliamento.jpg,clothingstore,RGB,640,425,1.51,272000
173,./data/indoorCVPR_09/Images/grocerystore/grocery_isle.jpg,grocerystore,RGB,480,360,1.33,172800
174,./data/indoorCVPR_09/Images/gym/Gym1_png.jpg,gym,RGBA,1000,667,1.5,667000
175,./data/indoorCVPR_09/Images/casino/casino_0491.jpg,casino,RGB,640,480,1.33,307200
176,./data/indoorCVPR_09/Images/studiomusic/StudioA1.jpg,studiomusic,RGB,450,338,1.33,152100
177,./data/indoorCVPR_09/Images/garage/ThierGarageStoreHomePage2.jpg,garage,RGB,396,297,1.33,117612
178,./data/indoorCVPR_09/Images/toystore/Spielzeug_101_24_flickr.jpg,toystore,RGB,419,500,0.84,209500
179,./data/indoorCVPR_09/Images/grocerystore/bstone1.jpg,grocerystore,RGB,800,600,1.33,480000
180,./data/indoorCVPR_09/Images/movietheater/movietheater_google_0007.jpg,movietheater,RGB,500,375,1.33,187500
181,./data/indoorCVPR_09/Images/prisoncell/carcel_carabanchel_04.jpg,prisoncell,RGB,400,300,1.33,120000
182,./data/indoorCVPR_09/Images/auditorium/espace_du_centenaire_salle_de_conferences_spectacles_paris_12_auditorium_04_1__53.jpg,auditorium,RGB,508,337,1.51,171196
183,./data/indoorCVPR_09/Images/buffet/126829079_ec08a3996c.jpg,buffet,RGB,256,256,1.0,65536
184,./data/indoorCVPR_09/Images/dentaloffice/dentista_70_19_flickr.jpg,dentaloffice,RGB,500,375,1.33,187500
185,./data/indoorCVPR_09/Images/bedroom/int107.jpg,bedroom,RGB,256,256,1.0,65536
186,./data/indoorCVPR_09/Images/corridor/pasillo_bajo_c.jpg,corridor,RGB,256,256,1.0,65536
187,./data/indoorCVPR_09/Images/studiomusic/control_room_web.jpg,studiomusic,RGB,544,306,1.78,166464
188,./data/indoorCVPR_09/Images/cloister/image.jpg,cloister,RGB,358,300,1.19,107400
189,./data/indoorCVPR_09/Images/airport_inside/airport_inside_0309.jpg,airport_inside,RGB,500,375,1.33,187500
190,./data/indoorCVPR_09/Images/closet/2007_09_07_nursery_WhiteelfaKidsReachInCloset.jpg,closet,RGB,256,256,1.0,65536
191,./data/indoorCVPR_09/Images/computerroom/Computer_room65.jpg,computerroom,RGB,256,256,1.0,65536
192,./data/indoorCVPR_09/Images/garage/basement_4.jpg,garage,RGB,800,600,1.33,480000
193,./data/indoorCVPR_09/Images/concert_hall/concert.hall.jpg,concert_hall,RGB,256,256,1.0,65536
194,./data/indoorCVPR_09/Images/shoeshop/706140700191528.jpg,shoeshop,RGB,450,300,1.5,135000
195,./data/indoorCVPR_09/Images/bedroom/bedroom14.jpg,bedroom,RGB,256,256,1.0,65536
196,./data/indoorCVPR_09/Images/bathroom/bath244.jpg,bathroom,RGB,256,256,1.0,65536
197,./data/indoorCVPR_09/Images/kindergarden/gingerroom1.jpg,kindergarden,RGB,640,480,1.33,307200
198,./data/indoorCVPR_09/Images/dentaloffice/dentista_11_09_altavista.jpg,dentaloffice,RGB,250,370,0.68,92500
199,./data/indoorCVPR_09/Images/meeting_room/conf25.jpg,meeting_room,RGB,256,256,1.0,65536
200,./data/indoorCVPR_09/Images/operating_room/surgery_room_01_18_altavista.jpg,operating_room,RGB,518,370,1.4,191660
201,./data/indoorCVPR_09/Images/poolinside/your_pool.jpg,poolinside,RGB,535,361,1.48,193135
202,./data/indoorCVPR_09/Images/library/publiclibrarypic.jpg,library,RGB,256,256,1.0,65536
203,./data/indoorCVPR_09/Images/buffet/450px_Houseparty_buffet.jpg,buffet,RGB,450,600,0.75,270000
204,./data/indoorCVPR_09/Images/concert_hall/400px_National_Theater_and_Concert_Hall_of_Taiwan.jpg,concert_hall,RGB,400,257,1.56,102800
205,./data/indoorCVPR_09/Images/airport_inside/airport_inside_0246.jpg,airport_inside,RGB,500,333,1.5,166500
206,./data/indoorCVPR_09/Images/operating_room/surgery_room_47_11_altavista.jpg,operating_room,RGB,300,225,1.33,67500
207,./data/indoorCVPR_09/Images/deli/deli_13_14_yahoo.jpg,deli,RGB,500,375,1.33,187500
208,./data/indoorCVPR_09/Images/kitchen/k3.jpg,kitchen,RGB,256,256,1.0,65536
209,./data/indoorCVPR_09/Images/children_room/imgp0662_20_.jpg,children_room,RGB,640,426,1.5,272640
210,./data/indoorCVPR_09/Images/tv_studio/sandiego_newsteam_61_.jpg,tv_studio,RGB,700,525,1.33,367500
211,./data/indoorCVPR_09/Images/office/room12.jpg,office,RGB,256,256,1.0,65536
212,./data/indoorCVPR_09/Images/church_inside/metropolitana_136_23_flickr.jpg,church_inside,RGB,500,375,1.33,187500
213,./data/indoorCVPR_09/Images/clothingstore/MVC_013F.jpg,clothingstore,RGB,256,256,1.0,65536
214,./data/indoorCVPR_09/Images/laundromat/PIC00033.jpg,laundromat,RGB,533,397,1.34,211601
215,./data/indoorCVPR_09/Images/gameroom/TA_99_2_0321_32_l.jpg,gameroom,RGB,692,461,1.5,319012
216,./data/indoorCVPR_09/Images/poolinside/Lis_3.jpg,poolinside,RGB,576,432,1.33,248832
217,./data/indoorCVPR_09/Images/jewelleryshop/tienda4.jpg,jewelleryshop,RGB,279,382,0.73,106578
218,./data/indoorCVPR_09/Images/airport_inside/airport_inside_0449.jpg,airport_inside,RGB,375,500,0.75,187500
219,./data/indoorCVPR_09/Images/bathroom/n190015.jpg,bathroom,RGB,256,256,1.0,65536
220,./data/indoorCVPR_09/Images/hairsalon/L_UniversDeL_Hom_01_photo_AG.jpg,hairsalon,RGB,256,256,1.0,65536
221,./data/indoorCVPR_09/Images/laboratorywet/Tissue_culture.jpg,laboratorywet,RGB,256,256,1.0,65536
222,./data/indoorCVPR_09/Images/auditorium/photo_of_auditorium_1__160.jpg,auditorium,RGB,570,467,1.22,266190
223,./data/indoorCVPR_09/Images/closet/closet05.jpg,closet,RGB,256,256,1.0,65536
224,./data/indoorCVPR_09/Images/florist/3_1001.jpg,florist,RGB,300,225,1.33,67500
225,./data/indoorCVPR_09/Images/bookstore/librairie_Ermeton_sur_Biert_500_PIXELS.jpg,bookstore,RGB,256,256,1.0,65536
226,./data/indoorCVPR_09/Images/studiomusic/home.jpg,studiomusic,RGB,780,522,1.49,407160
227,./data/indoorCVPR_09/Images/grocerystore/grocery1.jpg,grocerystore,RGB,576,432,1.33,248832
228,./data/indoorCVPR_09/Images/deli/deli_97_23_flickr.jpg,deli,RGB,500,375,1.33,187500
229,./data/indoorCVPR_09/Images/bowling/bowling_0008.jpg,bowling,RGB,640,481,1.33,307840
230,./data/indoorCVPR_09/Images/jewelleryshop/photo_hpf_boutique_kobe.jpg,jewelleryshop,RGB,256,256,1.0,65536
231,./data/indoorCVPR_09/Images/inside_bus/inside_bus_097.jpg,inside_bus,RGB,1600,1197,1.34,1915200
232,./data/indoorCVPR_09/Images/concert_hall/jack_singer_concert_hall01.jpg,concert_hall,RGB,256,256,1.0,65536
233,./data/indoorCVPR_09/Images/casino/casino_0133.jpg,casino,RGB,480,640,0.75,307200
234,./data/indoorCVPR_09/Images/airport_inside/airport_inside_0431.jpg,airport_inside,RGB,375,500,0.75,187500
235,./data/indoorCVPR_09/Images/toystore/toys_store_06_15_altavista.jpg,toystore,RGB,760,546,1.39,414960
236,./data/indoorCVPR_09/Images/waitingroom/waiting_room_36_14_altavista.jpg,waitingroom,RGB,350,210,1.67,73500
237,./data/indoorCVPR_09/Images/corridor/room473.jpg,corridor,RGB,256,256,1.0,65536
238,./data/indoorCVPR_09/Images/concert_hall/interiorconcert02.jpg,concert_hall,RGB,256,256,1.0,65536
239,./data/indoorCVPR_09/Images/laboratorywet/wet_lab_08_05_altavista.jpg,laboratorywet,RGB,360,270,1.33,97200
240,./data/indoorCVPR_09/Images/restaurant/chambre_resto_2.jpg,restaurant,RGB,500,338,1.48,169000
241,./data/indoorCVPR_09/Images/hospitalroom/op_Room.jpg,hospitalroom,RGB,256,256,1.0,65536
242,./data/indoorCVPR_09/Images/videostore/mws_STOREINT.jpg,videostore,RGB,256,256,1.0,65536
243,./data/indoorCVPR_09/Images/auditorium/mc2_auditorium_1__63.jpg,auditorium,RGB,319,212,1.5,67628
244,./data/indoorCVPR_09/Images/jewelleryshop/silver_jewellery_shop1.jpg,jewelleryshop,RGB,256,256,1.0,65536
245,./data/indoorCVPR_09/Images/corridor/corridora4.jpg,corridor,RGB,256,256,1.0,65536
246,./data/indoorCVPR_09/Images/gameroom/room381.jpg,gameroom,RGB,256,256,1.0,65536
